country_name;country_code;region_name;iata;icao;airport
Emiratos Árabes Unidos;AE;Abu Zaby;AAN;OMAL;Al Ain International Airport
Emiratos Árabes Unidos;AE;Abu Zaby;AUH;OMAA;Abu Dhabi International Airport
Emiratos Árabes Unidos;AE;Abu Zaby;AYM;;Yas Island Seaplane Base
Emiratos Árabes Unidos;AE;Abu Zaby;AZI;OMAD;Al Bateen Executive Airport
Emiratos Árabes Unidos;AE;Abu Zaby;DHF;OMAM;Al Dhafra Air Base
Emiratos Árabes Unidos;AE;Abu Zaby;XSB;OMBY;Sir Bani Yas Airport
Emiratos Árabes Unidos;AE;Abu Zaby;ZDY;OMDL;Dalma Airport
Emiratos Árabes Unidos;AE;Al Fujayrah;FJR;OMFJ;Fujairah International Airport
Emiratos Árabes Unidos;AE;Ash Shariqah;SHJ;OMSJ;Sharjah International Airport
Emiratos Árabes Unidos;AE;Dubayy;DCG;;Dubai Creek Seaplane Base
Emiratos Árabes Unidos;AE;Dubayy;DJH;;Jebel Ali Seaplane Base
Emiratos Árabes Unidos;AE;Dubayy;DWC;OMDW;Al Maktoum International Airport
Emiratos Árabes Unidos;AE;Dubayy;DXB;OMDB;Dubai International Airport
Emiratos Árabes Unidos;AE;Dubayy;NHD;OMDM;Al Minhad Air Base
Emiratos Árabes Unidos;AE;Ra's al Khaymah;RHR;;Al Hamra Seaplane Base
Emiratos Árabes Unidos;AE;Ra's al Khaymah;RKT;OMRK;Ras Al Khaimah International Airport
Afganistán;AF;Badakhshan;DAZ;OADZ;Darwaz Airport
Afganistán;AF;Badakhshan;FBD;OAFZ;Fayzabad Airport
Afganistán;AF;Badakhshan;KUR;OARZ;Razer Airport
Afganistán;AF;Badakhshan;KWH;OAHN;Khwahan Airport
Afganistán;AF;Badakhshan;SGA;OASN;Sheghnan Airport
Afganistán;AF;Badghis;LQN;OAQN;Qala i Naw Airport
Afganistán;AF;Balkh;MZR;OAMS;Mazar-e Sharif International Airport
Afganistán;AF;Bamyan;BIN;OABN;Bamyan Airport
Afganistán;AF;Farah;FAH;OAFR;Farah Airport
Afganistán;AF;Faryab;MMZ;OAMN;Maymana Airport
Afganistán;AF;Ghazni;GZI;OAGN;Ghazni Airport
Afganistán;AF;Ghazni;SBF;OADS;Sardeh Band Airport
Afganistán;AF;Ghor;CCN;OACC;Chaghcharan Airport
Afganistán;AF;Helmand;BST;OABT;Bost Airport
Afganistán;AF;Helmand;DWR;OADY;Dwyer Airport
Afganistán;AF;Helmand;OAZ;OAZI;Camp Bastion Air Base
Afganistán;AF;Herat;HEA;OAHR;Herat International Airport
Afganistán;AF;Herat;OAH;OASD;Shindand Air Base
Afganistán;AF;Herat;ZAJ;OAZJ;Zaranj Airport
Afganistán;AF;Kabul;GRG;OAGZ;Gardez Airport
Afganistán;AF;Kabul;KBL;OAKB;Kabul International Airport
Afganistán;AF;Kandahar;KDH;OAKN;Kandahar International Airport
Afganistán;AF;Kandahar;TII;OATN;Tarinkot Airport
Afganistán;AF;Kandahar;URZ;OARG;Uruzgan Airport
Afganistán;AF;Khost;KHT;OAKS;Khost Airfield
Afganistán;AF;Khost;OLR;OASL;Forward Operating Base Salerno
Afganistán;AF;Kunduz;UND;OAUZ;Kunduz Airport
Afganistán;AF;Logar;OAA;OASH;Forward Operating Base Shank
Afganistán;AF;Nangarhar;JAA;OAJL;Jalalabad Airport
Afganistán;AF;Paktika;OAS;OASA;Sharana Airstrip / Forward Operating Base Sharana
Afganistán;AF;Paktika;URN;OAOG;Urgun Airport
Afganistán;AF;Parwan;OAI;OAIX;Bagram Airfield
Afganistán;AF;Takhar;TQN;OATQ;Taloqan Airport
Antigua y Barbuda;AG;Barbuda;BBQ;TAPH;Barbuda Codrington Airport
Antigua y Barbuda;AG;Saint George;ANU;TAPA;V. C. Bird International Airport
Anguila;AI;Anguilla;AXA;TQPF;Clayton J. Lloyd International Airport
Armenia;AM;Erevan;EVN;UDYZ;Zvartnots International Airport
Armenia;AM;Sirak;LWN;UDSG;Gyumri Shirak Airport
Angola;AO;Bengo;AZZ;FNAM;Ambriz Airport
Angola;AO;Bengo;NBJ;FNBJ;Luanda Dr. Antonio Agostinho Neto Angola International Airport
Angola;AO;Benguela;BUG;FNBG;Benguela Airport (Gen. V. Deslandes Airport)
Angola;AO;Benguela;CBT;FNCT;Catumbela Airport
Angola;AO;Benguela;LLT;FNLB;Lobito Airport
Angola;AO;Bie;ANL;;Andulo Airport
Angola;AO;Bie;SVP;FNKU;Kuito Airport
Angola;AO;Cabinda;CAB;FNCA;Cabinda Airport
Angola;AO;Cunene;VPE;FNGI;Ondjiva Pereira Airport
Angola;AO;Cunene;XGN;FNXA;Xangongo Airport
Angola;AO;Huambo;NOV;FNHU;Albano Machado Airport
Angola;AO;Huila;JMB;;Jamba Airport
Angola;AO;Huila;SDD;FNUB;Lubango Mukanka Airport
Angola;AO;Kuando Kubango;CTI;FNCV;Cuito Cuanavale Airport
Angola;AO;Kuando Kubango;DRC;;Dirico Airport
Angola;AO;Kuando Kubango;SPP;FNME;Menongue Airport
Angola;AO;Kwanza Norte;NDF;;N'dalatando Airport
Angola;AO;Kwanza Sul;CEO;FNWK;Waco Kungo Airport
Angola;AO;Kwanza Sul;NDD;FNSU;Sumbe Airport
Angola;AO;Kwanza Sul;PBN;FNPA;Porto Amboim Airport
Angola;AO;Luanda;LAD;FNLU;Quatro de Fevereiro Airport
Angola;AO;Lunda Norte;CFF;FNCF;Cafunfo Airport
Angola;AO;Lunda Norte;DUE;FNDU;Dundo Airport
Angola;AO;Lunda Norte;LBZ;FNLK;Lucapa Airport
Angola;AO;Lunda Norte;LZM;FNLZ;Cuango-Luzamba Airport
Angola;AO;Lunda Norte;NZA;FNZG;Nzagi Airport
Angola;AO;Lunda Norte;PGI;FNCH;Chitato Airport
Angola;AO;Lunda Sul;VHC;FNSA;Henrique de Carvalho Airport
Angola;AO;Malange;KNP;FNCP;Kapanda Airport
Angola;AO;Malange;MEG;FNMA;Malanje Airport
Angola;AO;Moxico;CAV;FNCZ;Cazombo Airport
Angola;AO;Moxico;CNZ;;Cangamba Airport
Angola;AO;Moxico;GGC;;Lumbala N'guimbo Airport
Angola;AO;Moxico;LUO;FNUE;Luena Airport
Angola;AO;Moxico;UAL;FNUA;Luau Airport
Angola;AO;Namibe;MSZ;FNMO;Namibe Airport (Yuri Gagarin Airport)
Angola;AO;Uige;GXG;FNNG;Negage Airport
Angola;AO;Uige;UGO;FNUG;Uige Airport
Angola;AO;Zaire;ARZ;FNZE;N'zeto Airport
Angola;AO;Zaire;SSY;FNBC;Mbanza Congo Airport
Angola;AO;Zaire;SZA;FNSO;Soyo Airport
Antártida;AQ;Antarctica;TNM;SCRM;Teniente R. Marsh Airport
Argentina;AR;Buenos Aires;AEP;SABE;Aeroparque Internacional Jorge Newbery
Argentina;AR;Buenos Aires;BHI;SAZB;Comandante Espora Airport
Argentina;AR;Buenos Aires;CPG;;Carmen de Patagones Airport
Argentina;AR;Buenos Aires;CSZ;SAZC;Brigadier Hector Eduardo Ruiz Airport
Argentina;AR;Buenos Aires;EPA;SADP;El Palomar Airport
Argentina;AR;Buenos Aires;EZE;SAEZ;Ministro Pistarini International Airport
Argentina;AR;Buenos Aires;JNI;SAAJ;Junin Airport
Argentina;AR;Buenos Aires;LPG;SADL;La Plata Airport
Argentina;AR;Buenos Aires;MDQ;SAZM;Astor Piazzolla International Airport
Argentina;AR;Buenos Aires;MJR;;Miramar Airport
Argentina;AR;Buenos Aires;NEC;SAZO;Necochea Airport
Argentina;AR;Buenos Aires;OVR;SAZF;Olavarria Airport
Argentina;AR;Buenos Aires;OYO;SAZH;Tres Arroyos Airport
Argentina;AR;Buenos Aires;PEH;SAZP;Comodoro Pedro Zanni Airport
Argentina;AR;Buenos Aires;SST;SAZL;Santa Teresita Airport
Argentina;AR;Buenos Aires;TDL;SAZT;Tandil Airport
Argentina;AR;Buenos Aires;VGS;;General Villegas Airport
Argentina;AR;Buenos Aires;VLG;SAZV;Villa Gesell Airport
Argentina;AR;Catamarca;CTC;SANC;Coronel Felipe Varela International Airport
Argentina;AR;Chaco;CNT;;Charata Airport
Argentina;AR;Chaco;PRQ;SARS;Presidencia Roque Saenz Pena Airport
Argentina;AR;Chaco;RES;SARE;Resistencia International Airport
Argentina;AR;Chubut;ARR;SAVR;Alto Rio Senguer Airport
Argentina;AR;Chubut;CRD;SAVC;General Enrique Mosconi International Airport
Argentina;AR;Chubut;EMX;SAVD;El Maiten Airport
Argentina;AR;Chubut;EQS;SAVE;Esquel Airport
Argentina;AR;Chubut;JSM;SAWS;Jose de San Martin Airport
Argentina;AR;Chubut;OLN;SAVM;Lago Musters Airport
Argentina;AR;Chubut;PMY;SAVY;El Tehuelche Airport
Argentina;AR;Chubut;REL;SAVT;Almirante Marcos A. Zar Airport
Argentina;AR;Chubut;ROY;SAWM;Rio Mayo Airport
Argentina;AR;Cordoba;COR;SACO;Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport (Pajas Blancas)
Argentina;AR;Cordoba;LCM;SACC;La Cumbre Airport
Argentina;AR;Cordoba;RCU;SAOC;Las Higueras Airport
Argentina;AR;Cordoba;VDR;SAOD;Villa Dolores Airport
Argentina;AR;Corrientes;AOL;SARL;Paso de los Libres Airport
Argentina;AR;Corrientes;CNQ;SARC;Doctor Fernando Piragine Niveyro International Airport
Argentina;AR;Corrientes;MCS;SARM;Monte Caseros Airport
Argentina;AR;Corrientes;MDX;SATM;Mercedes Airport
Argentina;AR;Corrientes;OYA;SATG;Goya Airport
Argentina;AR;Corrientes;UZU;SATU;Curuzu Cuatia Airport
Argentina;AR;Entre Rios;COC;SAAC;Comodoro Pierrestegui Airport
Argentina;AR;Entre Rios;GHU;SAAG;Gualeguaychu Airport
Argentina;AR;Entre Rios;PRA;SAAP;General Justo Jose de Urquiza Airport
Argentina;AR;Formosa;CLX;SATC;Clorinda Airport
Argentina;AR;Formosa;FMA;SARF;Formosa International Airport (El Pucu Airport)
Argentina;AR;Formosa;LLS;SATK;Alferez Armando Rodriguez Airport
Argentina;AR;Jujuy;JUJ;SASJ;Gobernador Horacio Guzman International Airport
Argentina;AR;La Pampa;GPO;SAZG;General Pico Airport
Argentina;AR;La Pampa;RSA;SAZR;Santa Rosa Airport (Argentina)
Argentina;AR;La Rioja;IRJ;SANL;Capitan Vicente Almandos Almonacid Airport
Argentina;AR;Mendoza;AFA;SAMR;San Rafael Airport (Argentina)
Argentina;AR;Mendoza;LGS;SAMM;Comodoro D. Ricardo Salomon Airport
Argentina;AR;Mendoza;MDZ;SAME;Gov. Francisco Gabrielli International Airport (El Plumerillo)
Argentina;AR;Misiones;ELO;SATD;Eldorado Airport
Argentina;AR;Misiones;IGR;SARI;Cataratas del Iguazu International Airport
Argentina;AR;Misiones;PSS;SARP;Libertador General Jose de San Martin Airport
Argentina;AR;Neuquen;APZ;SAHZ;Zapala Airport
Argentina;AR;Neuquen;CPC;SAZY;Aviador Carlos Campos Airport
Argentina;AR;Neuquen;CUT;SAZW;Cutral Co Airport
Argentina;AR;Neuquen;CVH;;Caviahue Airport
Argentina;AR;Neuquen;HOS;SAHC;Chos Malal Airport
Argentina;AR;Neuquen;LCP;;Loncopue Airport
Argentina;AR;Neuquen;NQN;SAZN;Presidente Peron International Air
Argentina;AR;Neuquen;RDS;SAHS;Rincon de los Sauces Airport
Argentina;AR;Rio Negro;BRC;SAZS;San Carlos de Bariloche Airport
Argentina;AR;Rio Negro;CCT;;Colonia Catriel Airport
Argentina;AR;Rio Negro;EHL;SAVB;El Bolson Airport
Argentina;AR;Rio Negro;GNR;SAHR;Dr. Arturo Umberto Illia Airport
Argentina;AR;Rio Negro;IGB;SAVJ;Ingeniero Jacobacci Airport (Capitan FAA H. R. Borden Airport)
Argentina;AR;Rio Negro;LMD;;Los Menucos Airport
Argentina;AR;Rio Negro;MQD;SAVQ;Maquinchao Airport
Argentina;AR;Rio Negro;OES;SAVN;Antoine de Saint Exupery Airport
Argentina;AR;Rio Negro;SGV;SAVS;Sierra Grande Airport
Argentina;AR;Rio Negro;VCF;;Valcheta Airport
Argentina;AR;Rio Negro;VDM;SAVV;Gobernador Edgardo Castello Airport
Argentina;AR;Salta;ORA;SASO;Oran Air
Argentina;AR;Salta;SLA;SASA;Martin Miguel de Guemes International Airport
Argentina;AR;Salta;TTG;SAST;Tartagal Airport
Argentina;AR;San Juan;UAQ;SANU;Domingo Faustino Sarmiento Airport
Argentina;AR;San Luis;LUQ;SAOU;Brigadier Mayor Cesar Raul Ojeda Airport
Argentina;AR;San Luis;RLO;SAOS;Valle del Conlara Airport
Argentina;AR;San Luis;VME;SAOR;Villa Reynolds Airport
Argentina;AR;Santa Cruz;CVI;;Caleta Olivia Airport
Argentina;AR;Santa Cruz;FTE;SAWA;Comandante Armando Tola International Airport
Argentina;AR;Santa Cruz;GGS;SAWR;Gobernador Gregores Airport
Argentina;AR;Santa Cruz;LHS;SAVH;Las Heras Airport
Argentina;AR;Santa Cruz;PMQ;SAWP;Perito Moreno Airport
Argentina;AR;Santa Cruz;PUD;SAWD;Puerto Deseado Airport
Argentina;AR;Santa Cruz;RGL;SAWG;Piloto Civil Norberto Fernandez International Airport
Argentina;AR;Santa Cruz;RYO;SAWT;Rio Turbio Airport
Argentina;AR;Santa Cruz;RZA;SAWU;Santa Cruz Airport (Argentina)
Argentina;AR;Santa Cruz;ULA;SAWJ;Capitan Jose Daniel Vazquez Airport
Argentina;AR;Santa Fe;CRR;SANW;Ceres Airport
Argentina;AR;Santa Fe;NCJ;SAFS;Sunchales Airport
Argentina;AR;Santa Fe;RAF;SAFR;Rafaela Airport
Argentina;AR;Santa Fe;RCQ;SATR;Reconquista Airport
Argentina;AR;Santa Fe;ROS;SAAR;Rosario - Islas Malvinas International Airport
Argentina;AR;Santa Fe;SFN;SAAV;Sauce Viejo Airport
Argentina;AR;Santiago del Estero;RHD;SANR;Termas de Rio Hondo Airport
Argentina;AR;Santiago del Estero;SDE;SANE;Vicecomodoro Angel de la Paz Aragones Airport
Argentina;AR;Tierra del Fuego;RGA;SAWE;Hermes Quijada International Airport
Argentina;AR;Tierra del Fuego;USH;SAWH;Ushuaia - Malvinas Argentinas International Airport
Argentina;AR;Tucuman;TUC;SANT;Teniente General Benjamin Matienzo International Airport
Samoa;AS;Eastern District;OFU;NSAS;Ofu Airport
Samoa;AS;Eastern District;PPG;NSTU;Pago Pago International Airport
Samoa;AS;Eastern District;TAV;;Tau Airport
Austria;AT;Karnten;KLU;LOWK;Klagenfurt Airport
Austria;AT;Niederosterreich;VIE;LOWW;Vienna International Airport
Austria;AT;Oberosterreich;LNZ;LOWL;Linz Airport (Blue Danube Airport)
Austria;AT;Salzburg;SZG;LOWS;Salzburg Airport
Austria;AT;Steiermark;GRZ;LOWG;Graz Airport
Austria;AT;Tirol;INN;LOWI;Innsbruck Airport (Kranebitten Airport)
Austria;AT;Vorarlberg;HOH;LOIH;Hohenems-Dornbirn Airport
Autralia;AU;Australian Capital Territory;CBR;YSCB;Canberra Airport
Autralia;AU;New South Wales;ABX;YMAY;Albury Airport
Autralia;AU;New South Wales;ARM;YARM;Armidale Airport
Autralia;AU;New South Wales;BEO;YLMQ;Lake Macquarie Airport (Belmont Airport)
Autralia;AU;New South Wales;BHQ;YBHI;Broken Hill Airport
Autralia;AU;New South Wales;BHS;YBTH;Bathurst Airport
Autralia;AU;New South Wales;BNK;YBNA;Ballina Byron Gateway Airport
Autralia;AU;New South Wales;BRK;YBKE;Bourke Airport
Autralia;AU;New South Wales;BWQ;YBRW;Brewarrina Airport
Autralia;AU;New South Wales;BWU;YSBK;Bankstown Airport
Autralia;AU;New South Wales;BZD;YBRN;Balranald Airport
Autralia;AU;New South Wales;CAZ;YCBA;Cobar Airport
Autralia;AU;New South Wales;CBX;YCDO;Condobolin Airport
Autralia;AU;New South Wales;CDU;YSCN;Camden Airport
Autralia;AU;New South Wales;CES;YCNK;Cessnock Airport
Autralia;AU;New South Wales;CFS;YCFS;Coffs Harbour Airport
Autralia;AU;New South Wales;CLH;YCAH;Coolah Airport
Autralia;AU;New South Wales;CMD;YCTM;Cootamundra Airport
Autralia;AU;New South Wales;CNB;YCNM;Coonamble Airport
Autralia;AU;New South Wales;COJ;YCBB;Coonabarabran Airport
Autralia;AU;New South Wales;CRB;YCBR;Collarenebri Airport
Autralia;AU;New South Wales;CSI;YCAS;Casino Airport
Autralia;AU;New South Wales;CUG;YCUA;Cudal Airport
Autralia;AU;New South Wales;CWT;YCWR;Cowra Airport
Autralia;AU;New South Wales;CWW;YCOR;Corowa Airport
Autralia;AU;New South Wales;DBO;YSDU;Dubbo City Regional Airport
Autralia;AU;New South Wales;DGE;YMDG;Mudgee Airport
Autralia;AU;New South Wales;DNQ;YDLQ;Deniliquin Airport
Autralia;AU;New South Wales;EVH;YEVD;Evans Head Memorial Aerodrome
Autralia;AU;New South Wales;FLY;YFIL;Finley Airport
Autralia;AU;New South Wales;FOT;YFST;Forster (Wallis Island) Airport
Autralia;AU;New South Wales;FRB;YFBS;Forbes Airport
Autralia;AU;New South Wales;GFE;;Grenfell Airport
Autralia;AU;New South Wales;GFF;YGTH;Griffith Airport
Autralia;AU;New South Wales;GFN;YGFN;Clarence Valley Regional Airport
Autralia;AU;New South Wales;GLI;YGLI;Glen Innes Airport
Autralia;AU;New South Wales;GOS;YSMB;Somersby Airfield
Autralia;AU;New South Wales;GUH;YGDH;Gunnedah Airport
Autralia;AU;New South Wales;GUL;YGLB;Goulburn Airport
Autralia;AU;New South Wales;HXX;YHAY;Hay Airport
Autralia;AU;New South Wales;IVR;YIVL;Inverell Airport
Autralia;AU;New South Wales;KPS;YKMP;Kempsey Airport
Autralia;AU;New South Wales;LBH;;Palm Beach Water Airport
Autralia;AU;New South Wales;LDH;YLHI;Lord Howe Island Airport
Autralia;AU;New South Wales;LHG;YLRD;Lightning Ridge Airport
Autralia;AU;New South Wales;LSY;YLIS;Lismore Airport
Autralia;AU;New South Wales;MIM;YMER;Merimbula Airport
Autralia;AU;New South Wales;MRZ;YMOR;Moree Airport
Autralia;AU;New South Wales;MTL;YMND;Maitland Airport
Autralia;AU;New South Wales;MVH;;Macksville Airport
Autralia;AU;New South Wales;MYA;YMRY;Moruya Airport
Autralia;AU;New South Wales;NAA;YNBR;Narrabri Airport
Autralia;AU;New South Wales;NBH;YNHS;Nambucca Heads Airport
Autralia;AU;New South Wales;NGA;YYNG;Young Airport
Autralia;AU;New South Wales;NOA;YSNW;NAS Nowra
Autralia;AU;New South Wales;NRA;YNAR;Narrandera Airport
Autralia;AU;New South Wales;NSO;YSCO;Scone Airport
Autralia;AU;New South Wales;NTL;YWLM;Newcastle Airport / RAAF Base Williamtown
Autralia;AU;New South Wales;NYN;YNYN;Nyngan Airport
Autralia;AU;New South Wales;OAG;YORG;Orange Airport
Autralia;AU;New South Wales;OOM;YCOM;Cooma-Snowy Mountains Airport
Autralia;AU;New South Wales;PKE;YPKS;Parkes Airport
Autralia;AU;New South Wales;PQQ;YPMQ;Port Macquarie Airport
Autralia;AU;New South Wales;RSE;;Rose Bay Water Airport
Autralia;AU;New South Wales;SIX;YSGT;Singleton Airport
Autralia;AU;New South Wales;SYD;YSSY;Sydney Airport (Kingsford Smith Airport)
Autralia;AU;New South Wales;TCW;YTOC;Tocumwal Airport
Autralia;AU;New South Wales;TEM;YTEM;Temora Airport
Autralia;AU;New South Wales;TMW;YSTW;Tamworth Regional Airport
Autralia;AU;New South Wales;TRO;YTRE;Taree Airport
Autralia;AU;New South Wales;TUM;YTMU;Tumut Airport
Autralia;AU;New South Wales;TYB;YTIB;Tibooburra Airport
Autralia;AU;New South Wales;UIR;YQDI;Quirindi Airport
Autralia;AU;New South Wales;WAU;;Wauchope Airport
Autralia;AU;New South Wales;WEW;YWWA;Wee Waa Airport
Autralia;AU;New South Wales;WGA;YSWG;Wagga Wagga Airport
Autralia;AU;New South Wales;WGE;YWLG;Walgett Airport
Autralia;AU;New South Wales;WIO;YWCA;Wilcannia Airport
Autralia;AU;New South Wales;WLC;YWCH;Walcha Airport
Autralia;AU;New South Wales;WOL;YWOL;Illawarra Regional Airport
Autralia;AU;New South Wales;WWY;YWWL;West Wyalong Airport
Autralia;AU;New South Wales;XRH;YSRI;RAAF Base Richmond
Autralia;AU;Northern Territory;AMX;;Ammaroo Airport
Autralia;AU;Northern Territory;ANZ;;Angus Downs Airport
Autralia;AU;Northern Territory;ASP;YBAS;Alice Springs Airport
Autralia;AU;Northern Territory;AVG;YAUV;Auvergne Airport
Autralia;AU;Northern Territory;AWP;;Austral Downs Airport
Autralia;AU;Northern Territory;AXL;YALX;Alexandria Homestead Airport
Autralia;AU;Northern Territory;AYD;;Alroy Downs Airport
Autralia;AU;Northern Territory;AYL;;Anthony Lagoon Airport
Autralia;AU;Northern Territory;AYQ;YAYE;Ayers Rock Airport
Autralia;AU;Northern Territory;BCZ;;Bickerton Island Airport
Autralia;AU;Northern Territory;BOX;YBRL;Borroloola Airport
Autralia;AU;Northern Territory;BRT;YBTI;Bathurst Island Airport
Autralia;AU;Northern Territory;BTD;;Brunette Downs Airport
Autralia;AU;Northern Territory;BYX;;Baniyala Airport
Autralia;AU;Northern Territory;CDA;YCOO;Cooinda Airport
Autralia;AU;Northern Territory;CFI;YCFD;Camfield Airport
Autralia;AU;Northern Territory;CKI;YCKI;Croker Island Airport
Autralia;AU;Northern Territory;COB;;Coolibah Airport
Autralia;AU;Northern Territory;CSD;;Cresswell Downs Airport
Autralia;AU;Northern Territory;CTR;;Cattle Creek Airport
Autralia;AU;Northern Territory;DKV;YDVR;Docker River Airport
Autralia;AU;Northern Territory;DLV;YDLV;Delissaville Airport
Autralia;AU;Northern Territory;DRW;YPDN;Darwin International Airport
Autralia;AU;Northern Territory;DVR;;Daly River Airport
Autralia;AU;Northern Territory;DYW;;Daly Waters Airport
Autralia;AU;Northern Territory;EDD;;Erldunda Airport
Autralia;AU;Northern Territory;EKD;;Elkedra Airport
Autralia;AU;Northern Territory;ELC;YELD;Elcho Island Airport
Autralia;AU;Northern Territory;EVD;;Eva Downs Airport
Autralia;AU;Northern Territory;FIK;YFNE;Finke Airport
Autralia;AU;Northern Territory;GBL;YGBI;South Goulburn Island Airport
Autralia;AU;Northern Territory;GOV;YPGV;Gove Airport
Autralia;AU;Northern Territory;GPN;YGPT;Garden Point Airport
Autralia;AU;Northern Territory;GTE;YGTE;Groote Eylandt Airport
Autralia;AU;Northern Territory;GTS;YTGT;The Granites Airport
Autralia;AU;Northern Territory;HMG;YHMB;Hermannsburg Airport
Autralia;AU;Northern Territory;HOK;YHOO;Hooker Creek Airport
Autralia;AU;Northern Territory;HRY;YHBY;Henbury Airport
Autralia;AU;Northern Territory;HUB;YHBR;Humbert River Airport
Autralia;AU;Northern Territory;IVW;YINW;Inverway Airport
Autralia;AU;Northern Territory;JAB;YJAB;Jabiru Airport
Autralia;AU;Northern Territory;KBB;;Kirkimbie Airport
Autralia;AU;Northern Territory;KBJ;YKCA;Kings Canyon Airport
Autralia;AU;Northern Territory;KCS;YKCS;Kings Creek Station Airport
Autralia;AU;Northern Territory;KFG;YKKG;Kalkgurung Airport
Autralia;AU;Northern Territory;KGR;;Kulgera Airport
Autralia;AU;Northern Territory;KRD;;Kurundi Airport
Autralia;AU;Northern Territory;KTR;YPTN;RAAF Base Tindal
Autralia;AU;Northern Territory;LEL;YLEV;Lake Evella Airport
Autralia;AU;Northern Territory;LIB;;Limbunya Airport
Autralia;AU;Northern Territory;LNH;YLKN;Lake Nash Airport
Autralia;AU;Northern Territory;MCV;YMHU;McArthur River Mine Airport
Autralia;AU;Northern Territory;MFP;YMCR;Manners Creek Airport
Autralia;AU;Northern Territory;MGT;YMGB;Milingimbi Airport
Autralia;AU;Northern Territory;MIY;;Mittiebah Airport
Autralia;AU;Northern Territory;MIZ;;Mainoru Airport
Autralia;AU;Northern Territory;MKV;YMVG;Mount Cavenagh Airport
Autralia;AU;Northern Territory;MNG;YMGD;Maningrida Airport
Autralia;AU;Northern Territory;MNV;;Mount Valley Airport
Autralia;AU;Northern Territory;MNW;YMDS;MacDonald Downs Airport
Autralia;AU;Northern Territory;MQE;YMQA;Marqua Airport
Autralia;AU;Northern Territory;MRT;;Moroak Airport
Autralia;AU;Northern Territory;MSF;YMNS;Mount Swan Airport
Autralia;AU;Northern Territory;MTD;YMSF;Mount Sandford Station Airport
Autralia;AU;Northern Territory;MUP;YMUP;Mulga Park Airport
Autralia;AU;Northern Territory;NPP;;Napperby Airport
Autralia;AU;Northern Territory;NRY;;Newry Airport
Autralia;AU;Northern Territory;NUB;YNUM;Numbulwar Airport
Autralia;AU;Northern Territory;PEP;;Peppimenarti Airport
Autralia;AU;Northern Territory;PKT;YKPT;Port Keats Airfield
Autralia;AU;Northern Territory;RAM;YRNG;Ramingining Airport
Autralia;AU;Northern Territory;RDA;YRKD;Rockhampton Downs Airport
Autralia;AU;Northern Territory;RPB;YRRB;Roper Bar Airport
Autralia;AU;Northern Territory;RPM;YNGU;Ngukurr Airport
Autralia;AU;Northern Territory;RPV;;Roper Valley Airport
Autralia;AU;Northern Territory;RRV;;Robinson River Airport (Northern Territory)
Autralia;AU;Northern Territory;SHU;YSMP;Smith Point Airport
Autralia;AU;Northern Territory;SNB;YSNB;Snake Bay Airport
Autralia;AU;Northern Territory;TBK;YTBR;Timber Creek Airport
Autralia;AU;Northern Territory;TCA;YTNK;Tennant Creek Airport
Autralia;AU;Northern Territory;TYP;YTMY;Tobermorey Airport
Autralia;AU;Northern Territory;UTD;;Nutwood Downs Airport
Autralia;AU;Northern Territory;VCD;YVRD;Victoria River Downs Airport
Autralia;AU;Northern Territory;WAV;YWAV;Wave Hill Airport
Autralia;AU;Northern Territory;WLL;YWOR;Wollogorang Airport
Autralia;AU;Northern Territory;WLO;YWTL;Waterloo Airport
Autralia;AU;Northern Territory;YUE;YYND;Yuendumu Airport
Autralia;AU;Queensland;AAB;YARY;Arrabury Airport
Autralia;AU;Queensland;ABG;YABI;Abingdon Airport
Autralia;AU;Queensland;ABH;YAPH;Alpha Airport
Autralia;AU;Queensland;ABM;YNPE;Northern Peninsula Airport
Autralia;AU;Queensland;AGW;;Agnew Airport
Autralia;AU;Queensland;AUD;YAGD;Augustus Downs Airport
Autralia;AU;Queensland;AUU;YAUR;Aurukun Airport
Autralia;AU;Queensland;AXC;YAMC;Aramac Airport
Autralia;AU;Queensland;AYR;YAYR;Ayr Airport
Autralia;AU;Queensland;BBL;YLLE;Ballera Airport
Autralia;AU;Queensland;BCI;YBAR;Barcaldine Airport
Autralia;AU;Queensland;BCK;;Bolwarra Airport
Autralia;AU;Queensland;BDB;YBUD;Bundaberg Airport
Autralia;AU;Queensland;BDD;YBAU;Badu Island Airport
Autralia;AU;Queensland;BEU;YBIE;Bedourie Airport
Autralia;AU;Queensland;BFC;;Bloomfield Airport
Autralia;AU;Queensland;BHT;;Brighton Downs Airport
Autralia;AU;Queensland;BIP;;Bulimba Airport
Autralia;AU;Queensland;BKP;YBAW;Barkly Downs Airport
Autralia;AU;Queensland;BKQ;YBCK;Blackall Airport
Autralia;AU;Queensland;BLS;YBLL;Bollon Airport
Autralia;AU;Queensland;BLT;YBTR;Blackwater Airport
Autralia;AU;Queensland;BMP;YBPI;Brampton Island Airport
Autralia;AU;Queensland;BNE;YBBN;Brisbane Airport
Autralia;AU;Queensland;BQL;YBOU;Boulia Airport
Autralia;AU;Queensland;BTX;YBEO;Betoota Airport
Autralia;AU;Queensland;BUC;YBKT;Burketown Airport
Autralia;AU;Queensland;BVI;YBDV;Birdsville Airport
Autralia;AU;Queensland;BVW;;Batavia Downs Airport
Autralia;AU;Queensland;BZP;;Bizant Airport
